raw,processed,label
Harga produk standar; sesuai harga,harga produk standar sesuai harga,0
Barang rembes; tdk jd dikirim lalu hilang d kurir..prosesnya penyelesaian cukup memakan waktu..,barang rembes tidak jadi kirim lalu hilang di kurir proses selesai cukup makan waktu,0
Barang diterima dengan baik dan sesuai deskripsi; packing dan pengiriman  sesuai dengan jadwal; terimakasih 🙏 🙏,barang terima dengan baik dan sesuai deskripsi packing dan kirim sesuai dengan jadwal terimakasih,1
Packing OK; pengiriman cepat. Terima kasih ya ,packing ok kirim cepat terima kasih iya,1
pengiriman lumayan lama; tapi karena gratis ongkir ya ga masalah lah ya. bocor di ekspedisi 😑,kirim lumayan lama tapi karena gratis ongkos kirim iya tidak masalah lah iya bocor di ekspedisi,1
wangunya enak; seger.,wangunya enak segar,1
Shampoo Dove nya saya sudah terima; kemasan baru; expired nya jg masih lama 👍harga murah; pengiriman jg cepat 👍 hanya sy yg lupa baru kirim ulasannya hari ini; maaf ya 🙏,shampoo dove nya saya sudah terima kemas baru expired nya juga masih lama harga murah kirim juga cepat hanya saya yang lupa baru kirim ulas hari ini maaf iya,1
lama banget pengiriman pake anteraja 🙄🙄🙄 paraaaaah,lama banget kirim pakai anteraja parah,0
heran official store ini makanan tanpa sekat digabung dengan detergent dan disenfektan... saus sambal saya jadi bau detergent,heran official store ini makan tanpa sekat gabung dengan detergent dan disenfektan saus sambal saya jadi bau detergent,0
Udah pake produk ini bertahun tahun; gak ada efek whitening spt namanya deh,sudah pakai produk ini tahun tahun enggak ada efek whitening seperti nama deh,0
barang sudah sampai tapi status masih di proses...,barang sudah sampai tapi status masih di proses,1
packing rapi dan pengiriman lumayan cepet. barang sesuai pesanan. thanks!,packing rapi dan kirim lumayan cepat barang sesuai pesan terima kasih,1
produk sesuai deskripsi..kaleng PENYOK semua,produk sesuai deskripsi kaleng penyok semua,0
Barang sesuai dan sangat bagus; seller fast respond; proses pengiriman cepat dan packing baik Terima kasihh,barang sesuai dan sangat bagus seller fast respond proses kirim cepat dan packing baik terima kasihh,1
kemarin beli 24; kemasannya bagus dan aman. yg ini; penyok semua😢,kemarin beli kemas bagus dan aman yang ini penyok semua,0
Barang sesuai deskripsi packing aman dan rapih. Terima kasih,barang sesuai deskripsi packing aman dan rapi terima kasih,1
lama diproses n di kirimnya sampai lewat 1mgg,lama proses dan di kirim sampai lewat mgg,0
ikutan flash sale tertulis 2*900ml dateng barang 1*900 ml...,ikut flash sale tulis ml datang barang ml,0
Paket butuh 6 hari buat sampai; padahal sama2 Tangerang. Pesan 3 jerigen; yang datang cuma dus kecil (karena ada pesan item lain juga). Komplain barang tidak lengkap; balasnya lama. Minta barang kirim ulang; malah alasan PPKM. Kalau emang niat berusaha utk bertanggung jawab; pasti bisa lgsg dikirim. Ujung2 pesan tempat lain; 2 jam lgsg sampai. Official store tapi pelayanan sangat tidak memuaskan.,paket butuh hari buat sampai padahal sama tangerang pesan jerigen yang datang cuma dus kecil karena ada pesan hitam lain juga komplain barang tidak lengkap balas lama minta barang kirim ulang bahkan alas ppkm kalau memang niat usaha untuk tanggung jawab pasti bisa langsung kirim akhir pesan tempat lain jam langsung sampai official store tapi layan sangat tidak muas,0
Packing rapih; barang sesuai pesanan. Kurir Si Cepat mantap. ,packing rapi barang sesuai pesan kurir sih cepat mantap,1
respon penjual cepat; barang datang sesuai dengan orderan; barang datang cepat sampai,respon jual cepat barang datang sesuai dengan order barang datang cepat sampai,1
pengiriman dan pengemasan sangat cepat dan rapih. Namun ternyata pengiriman pertama kurang beberapa pcs product. akhirnya dalam 3 hari di kirim kembali kekurangan nya tanpa begitu banyak issue; tapi yang bikin kecewa nya untuk ke2 kalinya product yang di kirim kurang 1 lagi walaupun dalam 1 hari akhirnya di kembalikan. mungkin kedepannya lebih teliti lagi.,kirim dan emas sangat cepat dan rapi namun nyata kirim pertama kurang beberapa pcs product akhir dalam hari di kirim kembali kurang nya tanpa begitu banyak saya ue tapi yang buat kecewa nya untuk ke kali product yang di kirim kurang lagi walaupun dalam hari akhir di kembali mungkin depan lebih teliti lagi,0
barang sdh sampai sesuai pesanan; pengiriman sangat cepat. makasih,barang sudah sampai sesuai pesan kirim sangat cepat terima kasih,1
Sudah berkali-kali beli di Unilever Official Store. Selalu puas dengan kualitas produknya. Terima kasih.,sudah kali kali beli di unilever official store selalu puas dengan kualitas produk terima kasih,1
kurang bagus; ada rasa2 nya kayak odol anak2,kurang bagus ada rasa nya seperti odol anak,0
Alhamdulillah;...barang sesuai deskripsi; packingnya sangat baik. respon &amp; pengiriman cepat.. Top..👍👍👍,alhamdulillah barang sesuai deskripsi packingnya sangat baik respon amp kirim cepat top,1
di proses nya lama banget,di proses nya lama banget,0
Produk oke packingan bagus,produk oke packingan bagus,1
Barang nyampe aman; packing rapi 👍,barang sampai aman packing rapi,1
packaging rapih; aman n berlapis bubblewarap.. selalu seneng belanja di Unilever; mulai dari alat kebersihan sampek makanan n minuman 🤭👍 Mas Kurir juga udah langganan n ramah.. terimakasih Unilever; Tokopedia dan SiCepat..,packaging rapi aman dan lap bubblewarap selalu senang belanja di unilever mulai dari alat bersih sampai makan dan minum mas kurir juga sudah langgan dan ramah terimakasih unilever tokopedia dan sicepat,1
pengiriman cepat; barang sesuai deskripsi; thanks.,kirim cepat barang sesuai deskripsi terima kasih,1
Produk ok..  ...Lengkap Sesuai pesanan..  Packing aman..,produk ok lengkap sesuai pesan packing aman,1
Pengiriman pakai kurir toko 3 hari sampai; ga taunya di kirim pake wahana dari sana. yg mau beli pake kurir toko; mending pikir2 lagi..,kirim pakai kurir toko hari sampai tidak tau di kirim pakai wahana dari sana yang mau beli pakai kurir toko lebih baik pikir lagi,0
produk tidak tertutup dengan benar. pas buka paketnya lgsg bocor kemana2. bisa dilihat itu tutup pumpnya jg blm dibuka.,produk tidak tutup dengan benar pas buka paket langsung bocor mana bisa lihat itu tutup pumpnya juga belum buka,0
Ada yang tumpah 1 botol; sayang sekali bagian packaging tidak teliti,ada yang tumpah botol sayang sekali bagi packaging tidak teliti,0
Harganya sih best deal banget👍🏻 cuma pengiriman sangat sangat lama. Saya sarankan jangan pakai Antar Aja. Padahal saya checkout sabtu ; lsg proses. Lsg dikirim malah. Diterimanya baru kemarin; rabu 😅 Padahal pengiriman hanya dari tangerang -&gt; jakarta,harga sih best deal banget cuma kirim sangat sangat lama saya saran jangan pakai antar saja padahal saya checkout sabtu langsung proses langsung kirim bahkan terima baru kemarin rabu padahal kirim hanya dari tangerang begitu jakarta,0
order pertama dibatalkan.  terpaksa membeli 3box;  krn voucher pengganti min 200rb.  ,order pertama batal paksa beli box karena voucher ganti min ribu,0
respon cepat dan penjual ramah bgt,respon cepat dan jual ramah banget,1
barang bocor untuk sekian x ; packing tidak aman,barang bocor untuk sekian kali packing tidak aman,0
alhamdulilah kecap ya sampai degan selamat pegiriman cepat makasih bayak bwat abag kurir grimis2 danterin ke rmah,alhamdulilah kecap iya sampai degan selamat pegiriman cepat terima kasih bayak bwat abag kurir grimis danterin ke rmah,1
fast response. pengiriman Aman. Terimakasih,fast response kirim aman terimakasih,1
packing rapi; pengiriman cepat,packing rapi kirim cepat,1
packing super rapih dengan kardus baru super cepat juga,packing super rapi dengan kardus baru super cepat juga,1
Lain kali lebih teliti aja kalau mengirim . Jadi tidak merepotkan pembeli .tks,lain kali lebih teliti saja kalau kirim jadi tidak repot beli terima kasih,0
Belanja di sini Good service; good quality dan packing sangat rapi dan aman. Harga banyak disount and bundling/extra product lainnya 👍🏻,belanja di sini good service good quality dan packing sangat rapi dan aman harga banyak disount dan bundling extra product lain,1
Produk OK. Pengiriman cepat; dapat diskon pula. Makasih toped n seller,produk ok kirim cepat dapat diskon pula terima kasih toped dan seller,1
Produk oke. cuma respon lama dan kejelasan pengiriman sempat tertunda. Semoga bisa lebih baik lagi. Makasih ya,produk oke cuma respon lama dan jelas kirim sempat tunda moga bisa lebih baik lagi terima kasih iya,0
Exp date september 2021,exp date september,0
ok lah. tapi dapetnya emoney tsum tsum :(,ok lah tapi dapetnya emoney tsum tsum,1
PENYOT2 KALENG SUSU NYA,penyot kaleng susu nya,0
Respon penjual oke; produk sesuai dan kiriman cepat.,respon jual oke produk sesuai dan kirim cepat,1
Lg beli di kejar diskon hrg nya 55 rb pas wkt nya dah slesai stok habis tp mlh muncul dgn hrg promo yg lbh murah 53 rb hr ini ada di kejar diskon lg hrg nya turun jd 52 rb tp dah males ikutin kejar diskon lg kalau ternyata hrg nya sama aja mlh lbh murah beli di unilever official store,lagi beli di kejar diskon hrg nya ribu pas waktu nya sudah selesai stok habis tapi malah muncul dengan hrg promo yang lebih murah ribu hari ini ada di kejar diskon lagi hrg nya turun jadi ribu tapi sudah malas ikut kejar diskon lagi kalau nyata hrg nya sama saja malah lebih murah beli di unilever official store,0
dibungkus dengan baik dalam dus,bungkus dengan baik dalam dus,1
karena salah pengiriman (barang yg diterima tdk sesuai dg yg diorder) belanja tgl 12 juni baru diterima tgl 29 juni. Blm lg ribetnya proses komplain bikin trauma &amp; kapok belanja di unilever. sudah lama dlm pengiriman lama pula solusi komplainnya. 😥😫😪😔,karena salah kirim barang yang terima tidak sesuai dengan yang order belanja tanggal juni baru terima tanggal juni belum lagi ribetnya proses komplain buat trauma amp kapok belanja di unilever sudah lama dalam kirim lama pula solusi komplain,0
packaging nya rapi bgt;; brg cepat sampai;; expired lama semua;; thanks,packaging nya rapi banget bareng cepat sampai expired lama semua terima kasih,1
proses cepat.. mantaf,proses cepat mantaf,1
kualitas produk sangat bagus,kualitas produk sangat bagus,1
hati hati belanja disini; barang tidak dikirim semua permainan org gudangnya zolim ingin dapat untung dengan tidak mengirim semua barang dan proses pengajuan complain tb tb selesai tanpa ada pengembalian dana atau barang. busuk kalian..!!,hati hati belanja sini barang tidak kirim semua main orang gudang zolim ingin dapat untung dengan tidak kirim semua barang dan proses aju complain tb tb selesai tanpa ada kembali dana atau barang busuk kalian,0
Barang sudah diterima ; tapi pengiriman ke kota Tangerang lama,barang sudah terima tapi kirim ke kota tangerang lama,0
barang sesuai dan harga terjangkau.,barang sesuai dan harga jangkau,1
BARANG BROKEN AKHIRNYA SAYA RETUR ; TAPI DARI PIHAK UNILEVERNYA MALAH DISELESAIKAN PESANAN ; BARANG HILANG UANG HILANG ; MANA BARANG LAMA BGT SAMPENYA ; PAS SAMPE HANCUR DI RETUR MALAH DISELESAIKAN PESANAN ; KALO KALIAN YG MAU BELI DISINI SAYA SARANKAN JANGAN ! UANG GAK BALIK BARANG GAK ADA ; INI KALO BISA SAYA PUN GAK AKAN KASIH BINTANG SAMA SEKALI,barang broken akhir saya retur tapi dari pihak unilevernya bahkan selesai pesan barang hilang uang hilang mana barang lama banget sampenya pas sampai hancur di retur bahkan selesai pesan jika kalian yang mau beli sini saya saran jangan uang enggak balik barang enggak ada ini jika bisa saya pun enggak akan kasih bintang sama sekali,0
packingnya banyak semut merah. barang bbrp penyok,packingnya banyak semut merah barang beberapa penyok,0
pas dapet harga murah. cash back pula. pengirimannya cepet,pas dapat harga murah cash back pula kirim cepat,1
packing rapi tp kaleng pada peyok2; pengiriman cepat,packing rapi tapi kaleng pada peyok kirim cepat,1
barang tidak dikemas dengan baik. saat dibuka isinya sudah tumpah.,barang tidak kemas dengan baik saat buka isi sudah tumpah,0
pengiriman cepat; packing rapih,kirim cepat packing rapi,1
HATI HATI beli produk ini!! isi shampoo sudah berkurang banyak.!! penjual tidak mengakui dengan banyak alasan memberi ruang. masa memberi ruang sebanyak itu!!!  penjual mau ganti tapi yg ini dikirim dulu. masa saya harus keluar uang lagi untuk kirim!!! tidak profesional banget!!!   ,hati hati beli produk ini isi shampoo sudah kurang banyak jual tidak aku dengan banyak alas beri ruang masa beri ruang banyak itu jual mau ganti tapi yang ini kirim dulu masa saya harus keluar uang lagi untuk kirim tidak profesional banget,0
pengiriman agak lama karna PPKM; btw produk datang dengan baik dan bagus,kirim agak lama karena ppkm ngomong-ngomong produk datang dengan baik dan bagus,1
Pengiriman cepat; Packing aman;barang bagus sesuai deskripsi. terimakasih,kirim cepat packing aman barang bagus sesuai deskripsi terimakasih,1
Thanks gan barang sudah sampai,terima kasih juragan barang sudah sampai,1
nyobain sariwangi varian baruuuu .... yeyyy..... packing baik. pengiriman cepat. thanks.,coba sariwangi varian baru yey packing baik kirim cepat terima kasih,1
makasih sesuai pesanan,terima kasih sesuai pesan,1
Mantabs dapat harga promo! Trmksh,mantab dapat harga promo trmksh,1
Harga murah dan wangi nya enak,harga murah dan wangi nya enak,1
Kadaluarsa produk masih lama. Hanya pengemasannya yg kurang baik. Bisa dievaluasi untuk input bagi tim terkait. Terima kasih.,kadaluarsa produk masih lama hanya emas yang kurang baik bisa evaluasi untuk input bagi tim kait terima kasih,1
mantul. lumayan dapat harga miring. makasi unilever..,mantul lumayan dapat harga miring terima kasih unilever,1
barang ga ada masalah; packing jg rapih. cuma rasanya mesti sabar2 aja kalau beli dari official store. pengirimannya terbilang lama(5 hari) pakai kurir toko; dengan mengalasankan ppkm. semoga bisa lebih baik ya layanannya :),barang tidak ada masalah packing juga rapi cuma rasa mesti sabar saja kalau beli dari official store kirim bilang lama hari pakai kurir toko dengan mengalasankan ppkm moga bisa lebih baik iya layan,0
Makasih sudah mendarat semuanya semua lengkap ga pakai bocor2 lagi; tapi harus bertanya dulu status pengirimannya baru dikirim; soalnya notifikasi kirim di toped dari hari sabtu; ditanya dulu baru dikirim. Aneh. Ya gitulah; beda belanja di sh***e padahal sama2 unilever; tp mereka cepat sampainya. ,terima kasih sudah darat semua semua lengkap tidak pakai bocor lagi tapi harus tanya dulu status kirim baru kirim soal notifikasi kirim di toped dari hari sabtu tanya dulu baru kirim aneh iya begitu beda belanja di sh e padahal sama unilever tapi mereka cepat sampai,1
Nicee.. barang selamat sampai tujuan,nicee barang selamat sampai tuju,1
Unilever paling OK pokoknya. Packing super rapi. Barang diterima perfect. Semoga khasiatnya jg Keren ya. Amin. Tks Unilever,unilever paling ok pokok packing super rapi barang terima perfect moga khasiat juga keren iya amin terima kasih unilever,1
Produk original;Fast Respon &amp; proses jd cepat sampainya..Pokoknya Mantab😉👍,produk original fast respon amp proses jadi cepat sampai pokok mantab,1
Rinso molto detergent fresh sngt wangi aromanya; pengiriman dan kurir ok; tks seller&amp;toped,rinso molto detergent fresh sangat wangi aroma kirim dan kurir ok terima kasih seller amp toped,1
Barang sesuai pesanan makasih bonusnya gan,barang sesuai pesan terima kasih bonus juragan,1
Kali ini parah bgt... Packing sama pengiriman bisa lama bgt... Sampe 6 hari untuk pengiriman Jakarta...  Hmmm....,kali ini parah banget packing sama kirim bisa lama banget sampai hari untuk kirim jakarta hm,0
Jujur kali ini kesal  krn kurir w***** lama bgt ngirimnya sesama tangsel beli tgl 17 baru sampe tgl 23 itupun hrs minta bantuan customer care tokped; saya ada beli brg jg di unilever di tgl 20 sampe dirmh tgl 22  pdhal pake kurir yg free ongkir...aneh kan yg free ongkir sdh sampe duluan drpd yg bayar. next unilever hrs tambahain fitur u kurir  bs pake ojol; jd yg jaraknya dkt dan diatas 2 kg bs pake ojol; hrgnya gak beda jauh ongkirnya sm kurir w***** tp deg-degkan nungguin brgnya. kali ini saya kasih rating 3 walau sdh sering beli disini krn mslh kurir yg super duper lambat,jujur kali ini kesal karena kurir aku lama banget ngirimnya sama tangsel beli tanggal baru sampai tanggal itu harus minta bantu customer care tokped saya ada beli bareng juga di unilever di tanggal sampai rumah tanggal padahal pakai kurir yang bebas ongkos kirim aneh kan yang bebas ongkos kirim sudah sampai duluan daripada yang bayar lanjut unilever harus tambahain fitur kamu kurir bisa pakai ojol jadi yang jarak dkt dan atas kg bisa pakai ojol hrgnya enggak beda jauh ongkirnya sama kurir aku tapi deg deg tunggu brgnya kali ini saya kasih rating walau sudah sering beli sini karena masalah kurir yang super duper lambat,0
cepat tanggap; packing rapi; barang sesuai pesanan ,cepat tanggap packing rapi barang sesuai pesan,1
Kaget Di kasi bonus gratis Koko Krunch Maxx.. tapi kurang 3 minggu lagi udah expired... Pantas di kasi free/gratis karena ga laku di jual bentar lagi mau Expired 😓🤦‍♂️,kaget di kasih bonus gratis koko krunch maxx tapi kurang minggu lagi sudah expired pantas di kasih bebas gratis karena tidak laku di jual sebentar lagi mau expired,0
sorry banget kali ini harus jujur buat complain. waktu itu beli vixal pembersih kamar mandi sama vaseline ini...tapi packaging nya malah dijadiin 1; di plastik yg sama. dan ternyata vixal nya bocor/tumpah gitu; dan kena si vaseline. sedangkan vaseline nya kan buat dipake di mulut😶 tolong lain kali lebih concern lagi di hal2 gini; makasih,maaf banget kali ini harus jujur buat complain waktu itu beli vixal bersih kamar mandi sama vaseline ini tapi packaging nya bahkan jadi di plastik yang sama dan nyata vixal nya bocor tumpah begitu dan kena sih vaseline sedang vaseline nya kan buat pakai di mulut tolong lain kali lebih concern lagi di hal begini terima kasih,0
Cepet benerr; TOP deh,cepat benar top deh,1
pengiriman cepat; packing brg oke,kirim cepat packing bareng oke,1
Kemasan bagus. Sesuai dengan deskripsi. Cuma expire dateny singkat,kemas bagus sesuai dengan deskripsi cuma expire dateny singkat,0
Sesuai pesanan; sudah dapat discount dapat bonus pula; toppppp,sesuai pesan sudah dapat discount dapat bonus pula top,1
Sesuai deskripsi; barang asli. Sempat ada salah input no. resi oleh Kurir; jadi status pengiriman 2 orderan tertukar. Namun kurir langsung mengirimkan pada malam hari yg sama. Admin responsif terhadap Komplainan saya. Terima kasih Bpk/Ibu Admin.  Beli saat WIB; dapat diskon toko plus diskon Undangan. 🏅5 sukses terus ya 🙏🏻,sesuai deskripsi barang asli sempat ada salah input no resi oleh kurir jadi status kirim order tukar namun kurir langsung kirim pada malam hari yang sama admin responsif hadap komplain saya terima kasih bapak ibu admin beli saat wib dapat diskon toko plus diskon undang sukses terus iya,1
yg dikirim satu shampo satu sabun,yang kirim satu shampo satu sabun,0
kalengnya penyok semua. padahal pakai kardus &amp; bubble wrap. saya curiga memang sudah penyok sebelum dipacking. karena tidak ada 1 pun yang tidak penyok.,kaleng penyok semua padahal pakai kardus amp bubble wrap saya curiga memang sudah penyok belum dipacking karena tidak ada pun yang tidak penyok,0
Produk bagus dan respon penjual juga cepat. Recommended! ,produk bagus dan respon jual juga cepat recommended,1
Saat saya liat ada yg dpt free pouch yahhh sedih dehh..kok saya gak dpt pouch nya,saat saya lihat ada yang dapat bebas pouch ya sedih deh kok saya enggak dapat pouch nya,0
Barang Tidak Diterima Sama Sekali!!,barang tidak terima sama sekali,0
penyok penyok brgnya...bgtu dibuka berantakan,penyok penyok brgnya begitu buka beranta,0
Packing bagus..cuman saya kecewa juga..karna kurang rapi,packing bagus hanya saya kecewa juga karena kurang rapi,0
barangnya bagus expired lama,barang bagus expired lama,1
mungkin karena PPKM;penerimaan paket agak telat dari tanggal estimasi,mungkin karena ppkm terima paket agak lambat dari tanggal estimasi,1
sekarang bln 8 dikirim produknya yg free bln 9; uda hampir expired date; padahal saya ini beli loh; bukannya free; apa gak dicek dulu ya??,sekarang bulan kirim produk yang bebas bulan sudah hampir expired date padahal saya ini beli loh bukan bebas apa enggak cek dulu iya,0
terimakasih!!!!! saya sangat puas,terimakasih saya sangat puas,1
Barang diterima dengan baik dan pengiriman cepat terimakasih,barang terima dengan baik dan kirim cepat terimakasih,1
Mantap...unilever gtu loh,mantap unilever gitu loh,1
barang tidak sampai; hilang di kurir anter aja,barang tidak sampai hilang di kurir antar saja,0
Barang oke; pengiriman lama banget,barang oke kirim lama banget,0
produk tumpah 1 plastii,produk tumpah plastii,0
bagus bisa biat luluran,bagus bisa biat lulur,1
brg cepat sampai; diproses di hari yg sama. thanks seller ,bareng cepat sampai proses di hari yang sama terima kasih seller,1
barang sudah diterima dengan baik,barang sudah terima dengan baik,1
paket sampai dengan selamat; packaging aman; unilever selalu jadi very recommended seller,paket sampai dengan selamat packaging aman unilever selalu jadi very recommended seller,1
Respons nya cepat. Barang tiba dgn packing  rapi &amp; aman. Kondisi brg jg baik. Pengirimannya jg cepat. Recommended seller 👍🏻,respons nya cepat barang tiba dengan packing rapi amp aman kondisi bareng juga baik kirim juga cepat recommended seller,1
barangnya original dan sesuai dengan gambar dan pesanan thx seller,barang original dan sesuai dengan gambar dan pesan terimakasih seller,1
kondisi barang ( box)  rusak dan kotor. ,kondisi barang box rusak dan kotor,0
Brg utk order ini tidak saya terima krn statusnya hilang di perjalanan; &amp; sudah diajukan proses claim..,bareng untuk order ini tidak saya terima karena status hilang di jalan amp sudah aju proses claim,0
Product ori; kemasan aman dan rapi,product orisinal kemas aman dan rapi,1
pengirimannya lama; kirain belanja di toko cabang yg satu kota bisa lebih cepet. ,kirim lama ira belanja di toko cabang yang satu kota bisa lebih cepat,0
barang mendarat dengan aman;gak ada kerusakan dan expdate nya masih aman banget,barang darat dengan aman enggak ada rusa dan expdate nya masih aman banget,1
Barang sesuai pesanan dan dikirim cepat.,barang sesuai pesan dan kirim cepat,1
Datang dgn selamat.dgn dus dgn bubble.mantappp....,datang dengan selamat dengan dus dengan bubble mantap,1
Harga lumayan murah dibandingkan beli offline di minimarket atau toko..pengiriman termasuk cepat walaupun dalam kondisi cuaca hujan ekstrim..tks,harga lumayan murah banding beli oflen di minimarket atau toko kirim masuk cepat walaupun dalam kondisi cuaca hujan ekstrim terima kasih,1
Respons dan kiriman cepat,respons dan kirim cepat,1
Kecewa berat masalah sabun yg kurang kirim,kecewa berat masalah sabun yang kurang kirim,0
proses pengiriman nya error. jd mau tau status nya bingung klo buat dropshipper. tp overall oke semua. makasih,proses kirim nya error jadi mau tahu status nya bingung kalau buat dropshipper tapi overall oke semua terima kasih,0
Blm dbuka sih; tp ok pastinya,belum dbuka sih tapi ok pasti,1
Produk sesuai; paket sangat rapi dan pengiriman cepat.,produk sesuai paket sangat rapi dan kirim cepat,1
Pengiriman agak lama beda waktu saya beli yg pertama kali,kirim agak lama beda waktu saya beli yang pertama kali,0
Produk sih lumayan enak wanginya; tapi saya kecewa dengan pelayanan ekspedisi lama banget. Pesan pakai 2 akun di waktu yang sama tapi barang sampainya berbeda. Terus proses pengiriman ke kurir juga terlalu lama.,produk sih lumayan enak wangi tapi saya kecewa dengan layan ekspedisi lama banget pesan pakai akun di waktu yang sama tapi barang sampai beda terus proses kirim ke kurir juga terlalu lama,0
oke banget terimakasih,oke banget terimakasih,1
baru pertama kali makan milo sereal enak banget pengen lagi,baru pertama kali makan milo real enak banget mau lagi,1
bungkusan paket terlalu besar.tidak sesuai isinya.kalau produk standar.kata-kata dalam promo agak menjebak jika tidak dibaca dengan seksama jadi agak mengecoh. terkesan dapat 2 sabun cair isi masing2 900ml padahal hanya 1 plus odol.,bungkus paket terlalu besar tidak sesuai isi kalau produk standar kata kata dalam promo agak jebak jika tidak baca dengan seksama jadi agak kecoh kes dapat sabun cair isi masing ml padahal hanya plus odol,1
Pesan 8pcs bottle cleaner 750ml; tp yg dikirim 5pcs bottle cleaner; sisanya deterjen bayi. Kapok belanja disini; tertarik beli krn official store; eh taunya zonk. Dikomplain malah ditolak; banyak alasan tetek bengek. Terima kasih atas pelayanannya yang sangat buruk.,pesan pcs bottle cleaner ml tapi yang kirim pcs bottle cleaner sisa deterjen bayi kapok belanja sini tarik beli karena official store eh tau bodoh komplain bahkan tolak banyak alas tetek bengek terima kasih atas layan yang sangat buruk,0
Produk sudah diterima dengan baik. Terima kasih.,produk sudah terima dengan baik terima kasih,1
Produk yang saya terima: 8 MILO SEREAL!  Pesan tgl 3 Agustus baru diterima tgl 12 Agustus. UDAH LAMA &amp; GA SESUAI PULA! HUH!!!,produk yang saya terima milo real pesan tanggal agustus baru terima tanggal agustus sudah lama amp tidak sesuai pula huh,0
Disemprot tidak menyebar,semprot tidak sebar,0
sudah sampai &amp; sesuai deskripsi,sudah sampai amp sesuai deskripsi,1
ada yg bocor,ada yang bocor,0
Product tidak di cek sebelum pengemasan tutup ulir lifebuoy hand sanitizer tidak terulir rapat; cairan tumpah hanya tersisa setengah botol,product tidak di cek belum emas tutup ulir lifebuoy hand sanitizer tidak ulir rapat cair tumpah hanya sisa tengah botol,0
beda sama yang di gambar,beda sama yang di gambar,0
Sesuai deskripsi dan pesanan; proses pengiriman cepat,sesuai deskripsi dan pesan proses kirim cepat,1
seller responsif packing buble wrap rapi + kardus produk aman tidak ada kebocoran atau rusak untuk hasil produk belum dicoba (baru diterima tgl 23 September 2021)  untuk pengiriman pada saat pemilihan kurir estimasi sampai paling lambat 22 Sept 2021; namun produk saya terima 23 Sept 2021 (info seller ada lonjakan pemesanan),seller responsif packing buble wrap rapi kardus produk aman tidak ada bocor atau rusak untuk hasil produk belum coba baru terima tanggal september untuk kirim pada saat pilih kurir estimasi sampai paling lambat september namun produk saya terima september informasi seller ada lonjak mesan,1
Barang ok; tokonya leleeeeeeett,barang ok toko lelett,0
packing produk sangat rapi; pesanan lengkap. Tks.👍,packing produk sangat rapi pesan lengkap terima kasih,1
Bau disenfectannya kyk bau karbol wipol ternyata😂,bau disenfectannya kayak bau karbol wipol nyata,1
Barang oke hanya pengiriman sangat lama. ,barang oke hanya kirim sangat lama,0
rasanya gak karuan baunya ga enak musti di campur susu lagi baru agak lumayan rasanya,rasa enggak karuan bau tidak enak mesti di campur susu lagi baru agak lumayan rasa,0
Unilever sepertinya tidak siap masuk market place; service LAMAAAAAANYAAA MINTA AMPUUN pertama kali pesen pilih kurir toko; lamaaa juga nyampe nya; pesanan kedua pakai kurir instant sampai tepat waktu; pesanan ketigaa PARAHH BANGET; pas order mau pilih kurir instant lagi; tapi toko non aktifin kurir instant nya; mau ga mau pakai kurir biasa (ga pilih kurir toko karena kapok lama lagi); eehhhh malahh ga nyampe barangnyaa; order dari 24 Juli 2021 dan 03 Aug 2021 cek statusnya udah batal otomatis sama system dan di refund; gara2 resi invalid katanya; dan di crosschek detailnya; kurirnya belum pick up barangnya; jadi mikir barangnya emang belum siap apa gimana yaa; yg jelas lamaa banget lebih dari 7 hari waktu saya kebuang; PARAAHHH 👎,unilever seperti tidak siap masuk market place service lama minta ampun pertama kali pesan pilih kurir toko lama juga sampai nya pesan dua pakai kurir instant sampai tepat waktu pesan ketigaa parah banget pas order mau pilih kurir instant lagi tapi toko non aktifin kurir instant nya mau tidak mau pakai kurir biasa tidak pilih kurir toko karena kapok lama lagi eeh malahh tidak sampai barangnyaa order dari juli dan aug cek status sudah batal otomatis sama system dan di refund gara resi invalid kata dan di cro chek detail kurir belum pick up barang jadi mikir barang memang belum siap apa bagaimana ya yang jelas lamaa banget lebih dari hari waktu saya buang parah,0
Barang sampai dalam keadaan baik dan cepat. Terima kasih!,barang sampai dalam ada baik dan cepat terima kasih,1
Mantaaappss...... Pengiriman 👌 Packing 👌 Trims yaa,mantap kirim packing terima kasih ya,1
Produk bagus; bintang 1 karena pengemasan produk; dimana produk makanan disatukan dan dikemas dalam 1 plastik wrap. Akibatnya produk makanan terkena tumpahan produk kebersihan toilet.,produk bagus bintang karena emas produk mana produk makan satu dan kemas dalam plastik wrap akibat produk makan kena tumpah produk bersih toilet,0
Mantap; ada hadiah pula; thank you nestle...,mantap ada hadiah pula thank you nestle,1
bagus. tapi barang gak cukup satu. dikomplain malah minta video unboxing. capek gini. buat kalian jangan lupa ya.  25.000 raib diambil perusahaan besar,bagus tapi barang enggak cukup satu komplain bahkan minta video unboxing cape begini buat kalian jangan lupa iya raib ambil usaha besar,0
lumayan... dpt harga promo,lumayan dapat harga promo,1
salah pilih saat cekout minta cancell tukar yg 1kg tidak bisa.sangat disayangkan padahal sudah sering  order.,salah pilih saat cekout minta cancell tukar yang kg tidak bisa sangat sayang padahal sudah sering order,0
